SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Danceability,Duration,Tempo,Title,Year, ArtistHotttnesss, SongHotttnesss
4487,"SOORQPU12AB0188E50",420338,"Le tour de France de l'accordéon","AR8R2KI11C8A415967","André Blot",0.0,179.85261,199.483,"Breiz Ma bro",0,0.0,0
4488,"SOVKAUG12AC468672A",689685,"In the Blue of My Dreams","ARBJFXO122C8677DF0","Dave Rave_ Mark McCarron",0.0,165.61587,102.16,"They Held Hands",0,0.0,0
4489,"SOOZSTX12AB01842AA",511911,"Hung Like A Horse EP","ARHOSMU1242078130D","All Leather",0.0,108.38159,84.562,"As The Hog Pisseth",0,0.37929493531757236,0.476435219642529
4490,"SODREXM12AB017C1E8",623039,"The Original Johnny Cash Volume 1","ARH861H1187B9B799E","Johnny Cash",0.0,80.03873,196.303,"You Tell Me",1959,0.7352088777469941,0
4491,"SOSWZOB12A58A7E693",599144,"Guitar Man","AR7AOEJ1187FB3D279","Little Milton",0.0,264.59383,76.415,"My Way",0,0.3864410971038427,0
4492,"SOINJPD12A6D4F8726",416722,"Defected Accapellas Volume 4","ARFT5CP1187FB50263","Junior Jack",0.0,96.10404,106.216,"E Samba (Accapella)",0,0.3936423099322644,0.7903445603060839
4493,"SOZIQBP12A58A79F4E",43305,"House Of Dark Shadows and Night Of Dark Shadows","ARPNJUD122BCFCB9B4","Dark Shadows",0.0,67.05587,110.933,"The Taking Of Angelique",0,0.24251484921019165,0
4494,"SOUMTXR12AB017BAB4",331533,"The Cube 1998","ARWAPYC1187FB3FCAF","S.U.P",0.0,274.54649,154.01,"4tx.31b",1993,0.272385459553457,0
4495,"SOCHHXJ12A6D4F8E9B",38722,"Timbre","ARNF6401187FB57032","Sophie B. Hawkins",0.0,302.86322,129.316,"32 Lines (Album Version)",1999,0.3775930817718952,0
4496,"SOLMXIE12A8C1429A8",609161,"Wild In the Streets","ARNFTGS1187B9A465F","Circle Jerks",0.0,122.64444,173.669,"Question Authority",1982,0.4140794730317521,0.6655446019629685
4497,"SOQVVDQ12AB018300C",558289,"Venus Envy","AR1GYND1187B9A9CD3","Diesel Boy",0.0,140.06812,205.553,"Dragonfly",1998,0.37668863102209926,0.34092275586437804
4498,"SOFJQSW12A58A7DD3B",93089,"Retired Boxer","AR6CLFP1187B9ACB94","Daniel Johnston",0.0,237.68771,105.641,"Oh No",1984,0.4736131893753991,0.5114243256864599
4499,"SOCPWFB12A6D4FA899",52355,"Le Cinema De Michel Audiard","ARMQUXW12509412F2F","Georges Parys",0.0,155.58485,90.278,"Levallois Monte Carlo",0,0.0,0
4500,"SOZIQEG12A8AE46F8E",136291,"Loup Garou","ARM3QKQ1187FB421E0","Deville_ Willy",0.0,291.91791,103.258,"Loup Garou",1996,0.37772033838447294,0.21204540548371908
4501,"SOVKHXD12A67020C86",13664,"Tribute To Jake Hess","ARDFZE61187FB45994","Jake Hess",0.0,168.77669,92.76,"So Many Reasons",2004,0.3275438133781237,0
4502,"SOUFPAB12A8C1382E0",443433,"Legacy:Volume One","AR76DOS1187FB5AE78","The Jeff Healey Band",0.0,283.03628,94.543,"It Could All Get Blown Away",1992,0.41423624772199374,0.7306740675391308
4503,"SORVNPU12A8C134C36",620988,"Planxty","AR2XBPG1187B98FCBE","Planxty",0.0,156.18567,202.789,"Junior Crehan's Favourite - Corney Is Coming",1973,0.3825916380955341,0.4782769949300473
4504,"SOUFDQA12AB0189758",682795,"Guitaropa","ARWXHRS1241B9C7A1E","Thomas Battenstein",0.0,175.90812,98.241,"Jag Vet En Dejlig Rosa",0,0.0,0
4505,"SOVAKME12AB01892EE",563689,"Private Beach Club - By Afterlife","AR4AEIP1187FB4030A","Wamdue Project",0.0,422.24281,123.984,"Washes Over Me",0,0.4288415941528598,0.21204540548371908
4506,"SOKTSYD12A8C13CB8F",597033,"Original Album Classics","ARX9YIP1187B98A656","RUN-DMC",0.0,227.5522,64.101,"Bob Your Head",1990,0.6066301517291853,0.4137398358601097
4507,"SOHRNFL12A6D4F9978",43089,"Sammi Vs Sammi 04 Concert CD","ARG1UAO1187FB55E50","Sammi Cheng",0.0,295.57506,87.099,"Luo Cuo Che",0,0.39157416411599666,0
4508,"SOWRKPT12AC468E5D5",688795,"Love Alive II","ARU230L1187FB4642F","Walter Hawkins",0.0,468.00934,129.761,"Never Alone",1978,0.3140081673180904,0.26586104921065007
4509,"SOGBVJQ12AB01834A1",368964,"Heritage - Maintenant Que La Jeunesse... - BAM (1968-1971)","ARYDFJA1241B9CBFF2","Jacques Douai",0.0,143.43791,73.716,"Le Roi A Fait Battre Tambour",0,0.14519082979005074,0
4510,"SOQWNGK12AB01897E2",714174,"Tsahai Riddim (aka Receive)","AR52QY11187B99FC59","Anthony Cruz",0.0,264.14975,95.37,"Make it up",2005,0.3335846278352391,0.0
4511,"SOZEGIU12AB01895A8",570903,"That Good Old Gospel Music_ Volume 2","ARHT0B11187B993CB3","Eddy Raven",0.0,141.68771,115.591,"Love Lifted Me",0,0.3447211111720015,0.0
4512,"SOACDZP12AB0188A3C",642654,"Hotelli Hannikainen","ARVSB691187FB3C711","Hector",0.0,282.64444,133.088,"Hannikaisen baari",0,0.3685504476390117,0.5479529419800353
4513,"SOHJIWJ12AB0184EF9",143091,"Maladroit","AR633SY1187B9AC3B9","Weezer",0.0,137.37751,127.407,"Dope Nose",2002,0.7761677423241047,0.8172275597425861
4514,"SOUAFUV12AB018A8FC",759531,"Selected Recordings","ARH42KA11C8A416880","Peloton",0.0,238.05342,70.229,"Beloki",0,0.0,0
4515,"SOZKPDV12A8C136A4E",288450,"Brightess night","AR051KA1187B98B2FF","Wilks",0.0,256.07791,90.006,"Brightess night",0,0.08016693866425,0
4516,"SOBBSDX12AAF3B33A9",530067,"L'apparenza","AREEJJK1187FB56DC7","Evolution",0.0,208.50893,97.015,"My Own Way",0,0.4228460327165041,0
4517,"SOLWFYL12A8AE47B48",188215,"Most Wanted","ARLTW641187B9B6D3C","Paul Buckmaster",0.0,123.76771,134.56,"Dunn's Revenge",0,0.31301913575303364,0.0
4518,"SOHWHCE12A8C133385",286475,"Flowers On The Wall:  The Essential Statler Brothers 1964-1969","AR3DLBB1187B98F3DF","The Statler Brothers",0.0,201.27302,104.068,"Shenandoah",1967,0.41095025843199123,0.4974983400231311
4519,"SOIIEVJ12AB018564E",711509,"Die Letzte Rache (+Bonus)","ARE08BN1187B98FCA3","Der Plan",0.0,34.32444,121.834,"Schauet Her!",1983,0.3472497167251076,0.0
4520,"SOZCOFD12AB0189AC5",469688,"Charlie Walker's ''T'' For Texas","ARUDY181187B9B5F49","Charlie Walker",0.0,152.73751,144.265,"Pick Me Up On Your Way Down - Original",0,0.35954231276126625,0
4521,"SOVGUDZ12AB017E644",385499,"Ekaveli","ARI6CSW1187B9AF09A","Eko Fresh feat. Ado",0.0,215.92771,126.693,"Ich bleib so wie ich bin",2007,0.3559056297814026,0.2707759989463275
4522,"SOXJASM12A8C13BB05",214908,"Amores Difíciles","ARZ3U0K1187B999BF4","Cabas",0.0,207.82975,216.023,"Como Nuestro Amor No Hay Dos",2008,0.39741466337671016,0.623037475551179
4523,"SOMZVHH12AB017D9B3",536498,"Sivuca - Enfim Solo","AR3N2H11187B98AFBA","Sivuca",0.0,202.78812,143.311,"Forró Praieiro",0,0.3243342048085304,0
4524,"SORXPDE12A81C215EC",181942,"Terraplane","ARGMCPU1241B9C4C34","Scott Ainslie",0.0,175.04608,180.381,"Chumpman Blues",0,0.2265160830717267,0.0
4525,"SOHYFHW12AB01849D8",702413,"Jack'd Volume 1","ARIRBN91187FB4523C","Tyree",0.0,399.93424,161.272,"My M.B. Thang",0,0.35634793630920325,0
4526,"SOZXLAE12AB018AB74",802838,"The Greatest Hits from 40's and 50's_ Vol. 8","ARGKPBC1187B9ADF8E","Jean Lumière",0.0,144.19546,140.741,"Je suis le passeur du printemps",0,0.2618223854964904,0
4527,"SOIILNW12AB017DBD6",326227,"Moog","ARE54I01187FB3AE3D","Flink",0.0,273.10975,131.955,"Russian Doll",0,0.3569509564248949,0
4528,"SOREOJO12AF72A6BB7",200695,"The Very Best Of The Shangri-Las","ARAJPHH1187FB5566A","The Shangri-Las",0.0,157.85751,93.413,"Bull Dog",1964,0.4182165181949368,0
4529,"SOLDPPH12A6D4F7F89",40468,"The Luxury Gap","AR5MK521187B98E0B8","Heaven 17",0.0,273.84118,96.859,"Come Live With Me (12'' Extended Version) (2006 Digital Remaster)",1983,0.46155845195981815,0.0
4530,"SOBUDGS12AB0184923",394181,"Ultra-Lounge / Mambo Fever  Volume Two","ARISAXH1187B98E679","The John Buzon Trio",0.0,140.56444,125.073,"I Can't Believe That You're In Love With Me (Digitally Remastered 95)",0,0.29694403423412147,0.0
4531,"SOLKVUE12AB018352E",369461,"I Got To Find Me A Woman","AR63RWN1187FB3E89A","Robert Lockwood_ Jr.",0.0,278.38649,117.981,"Big Legged Woman",1998,0.34107330104708233,0.26586104921065007
4532,"SONWSOW12A8C13BC80",113780,"Rickie Lee Jones","ARXPE571187FB4AFD0","Rickie Lee Jones",0.0,246.62159,143.497,"Danny's All-Star Joint (LP Version)",1979,0.5031516059846183,0.6027617833036613
4533,"SOFCFGG12A6D4FB5F8",64378,"The Beauty of Simplicity","AR1E4V11187B99F400","Telecast",0.0,197.98159,84.951,"Covered (The Beauty Of Simplicity Album Version)",0,0.42779569889631297,0.2749070095255535
4534,"SOUDEWA12AB018532F",363581,"Nothing Lasts For Ever","ARUEYGC1187FB3D94B","The Chi Lites",0.0,170.70975,149.394,"Toby",1974,0.4030007990319534,0
4535,"SOGRXZY12A8C139043",335915,"Stars [Expanded]","AR198711187B9AD09F","Simply Red",0.0,303.96036,93.975,"Thrill Me",1991,0.4985636112679809,0.7211429872493665
4536,"SORKPES12A8C137BFA",145221,"The Gospel Spirit","AR88F5X1187FB3EA17","Loretta Lynn",0.0,161.48853,79.181,"I'd Rather Have Jesus",1965,0.4105411031232666,0.2707759989463275
4537,"SOGUUTM12A58A7AAD9",45508,"African Tarantella","AR6MIU31187B994603","Stefon Harris",0.0,538.27873,70.875,"From the Gardner Meditations: African Tarantella",2006,0.37839854648494886,0.27845917877986076
4538,"SOBDGEJ12A8C13F71A",217222,"20 suosikkia / Toiveiskelmiä 3 / Virran viemää","ARVESGN1187FB3E10C","Rauni Pekkala",0.0,162.14159,93.657,"Miesten tähden",1994,0.0,0
4539,"SOWKNZT12AC4688FC9",789426,"No Control","AR0GGKI1187FB391D5","Eddie",0.0,317.962,153.942,"Beautiful Lies",0,0.36223874670184913,0
4540,"SOLRVTS12A8C139D5B",295123,"Massenet: Werther","ARUKJUP12086C14589","Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski",0.0,333.92281,158.715,"Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là",0,0.2912648117531004,0
4541,"SOKLDSG12AB0188032",422276,"Alex Gopher (Versailles Special Edition)","ARLBNAC1187FB47151","Alex Gopher",0.0,164.0224,80.012,"Song For Paul",2007,0.3933694061464494,0.38293509007501925
4542,"SOBZUIG12A8AE48C94",138186,"The Day After","ARSE5NP1187B9B98AB","Twista",0.0,259.70893,124.734,"Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version)",2005,0.5938083651752645,0
4543,"SOTLKVX12A8C13BE9F",158342,"El Cazador","AR6IJJ41187B98C872","Bobby Pulido",0.0,216.31955,100.252,"Alma De Metal",1999,0.42685185323555136,0.2623089972119452
4544,"SOASNQV12A8AE48819",279573,"Experience: Expanded (Remastered)","AR4L4WQ1187FB51996","The Prodigy",0.0,312.86812,96.732,"Charly (Trip Into Drum And Bass Version) (Remastered)",0,0.601436482837353,0.6331306997954909
4545,"SOHMIMK12AB018A437",578527,"Armada","AR7U5BZ1187B997FFC","Keep Of Kalessin",0.0,292.41424,110.044,"Many Are We",2006,0.4714418762745189,0.5645134115792345
4546,"SOTSHSR12AB01899B6",810542,"Broken Frames","ARN5L1O1187FB4D955","Eyes Set to Kill",0.0,158.95465,97.497,"Play The Part",2010,0.5649692527979074,0.6503150761565025
4547,"SOAVTUX12AB0181896",440148,"Voices Of Americana: Rod Bernard","AR7EF9H1187FB4D8A3","Rod Bernard",0.0,103.44444,155.254,"Cajun Honey (Cajun Lovin' Style)",0,0.24695505576419088,0
4548,"SOZQJKU12A8C13A0C1",668390,"Original Album Classics","AR1WC0X1187B991056","Jefferson Starship",0.0,220.52526,122.348,"Fading Lady Light",0,0.4189468712511175,0.28542988170117856
4549,"SOXFDJD12AB018580A",580757,"2 People","AR7074B1187FB4C39B","Ann Lee",0.0,217.62567,170.373,"2 People",0,0.34573486616354654,0
4550,"SOFKPLB12AC95F0493",785419,"Live From Ellis Island","AREW1KO1187B98E42E","The Irish Tenors",0.0,283.55873,142.612,"The Croppy Boy",2001,0.37486261636349727,0.25231655743292364
4551,"SONNXKA12AB018A294",817542,"The Sound of Dubstep","ARGF5QG1187B9AC84F","Geiom Feat. Marita",0.0,363.38893,140.022,"Reminissin'",0,0.38091717062497904,0.5823442861044243
4552,"SOVCPCV12AAFF41B75",483106,"Brossa D'ahir","ARZISVS11F4C841860","Pep Laguarda & Tapineria",0.0,340.53179,125.262,"Caseta del Plater",0,0.0,0
4553,"SOKUUOE12A6D4F80EB",28253,"Q: Are We Not Men?  A: We Are Devo / Devo Live","ARYML1P1187B9AF39B","Devo",0.0,159.89506,88.841,"Sloppy (I Saw My Baby Gettin')",1978,0.5324458709594074,0.614576981682048
4554,"SOFUNWZ12AB01831A9",702269,"O Gigante Da Floresta","AR1PQYO1187B98BEC9","Hélio Ziskind",0.0,143.67302,128.636,"A história do incêndio do jequitibá de Carangola (Part 1)",0,0.0,0
4555,"SOHEWXI12AB018960E",693934,"Graveyard Mountain Home","ARNFLMN1187FB50BB3","Chroma Key",0.0,160.31302,120.091,"Salvation",2004,0.40105970661763146,0.49545313652464545
4556,"SOFPFTF12A8C14172C",121347,"From Lust To Dust","ARIMW0M1187B99EC59","TEN MADISON",0.0,405.41995,92.699,"Elementro",2003,0.34829519678616305,0.0
4557,"SOCYTTZ12A8C1316EC",283341,"East River Drive","ARHZCG01187B99E4DE","Stanley Clarke",0.0,312.76363,123.352,"What If I Forget The Champagne",1998,0.4648862571321493,0.3725300393660796
4558,"SOWDGVW12A8C13B9B7",204294,"Rancid","ARF84A41187B9A34E7","Rancid",0.0,81.10975,168.752,"Meteor Of War (Album Version)",0,0.5420546314637725,0
4559,"SODUSRP12A6D4FA762",41517,"Till There Was You","AR6U7461187FB59499","Rachael Starr",0.0,608.23465,127.996,"Till There Was You (John Creamer & Stephane K Remix)",2005,0.42790369784778476,0.5413813805335101
4560,"SOQMROZ12AF729B758",300910,"Don't You Fake It","AR4YKRO1187B9B7829","The Red Jumpsuit Apparatus",0.0,208.79628,199.004,"In Fate's Hands (Album Version)",2006,0.5701920146449146,0.6040881780778032
4561,"SOUGTLE12A8C14547F",478734,"Moon's Tune","ARKEFM61187B9A8202","Moon Mullican",0.0,173.24363,95.278,"Kangaroo Blues",0,0.281887097438807,0
4562,"SOBHYLB12A8C1424C4",609846,"Lonesome Number One","AR7CCCC1187FB578FF","Don Gibson",0.0,169.63873,123.531,"I Love No One But You",1991,0.3796512190020614,0.0
4563,"SOXDBMM12A6D4F9C58",64552,"The Way Of Wisdom","ARHO1WI1187B98CB84","Michael Card",0.0,208.50893,93.542,"Arise_ My Love (Song Of Solomon)",0,0.34424658036403843,0.3347065490692206
4564,"SOILNCG12A6D4F9D6C",53753,"In Person At El Matador","ARODFDS1187FB57348","Sergio Mendes",0.0,161.59302,179.609,"Tem Do de Mim (Live At El Matador_ San Francisco)",0,0.41760148824822674,0.0
4565,"SOSUVLO12A8AE487E6",280401,"Anna Abreu","ARJD6I01187FB50347","Anna Abreu",0.0,205.45261,143.864,"Shame",2007,0.41574847553610206,0.4787262884803349
4566,"SOCRSPK12A8C142FF8",378580,"The Trials Of Job","ARIOTFR1187B98F316","Mykill Miers",0.0,236.5122,91.16,"Listen",0,0.3265559051117419,0
4567,"SOCBUSG12AB0180568",324747,"Sweet Home Chicago (Paris 1975) (Blues Reference)","ARRR4Y81187FB524CE","Lonnie Brooks",0.0,351.73832,124.471,"Two Guitars Shuffle (take 1)",0,0.3847637879847192,0.4643353773794835
4568,"SOLXDDC12A6701FBFD",14302,"The Marshall Mathers LP","ARTH9041187FB43E1F","Eminem",0.0,312.2673,180.168,"I'm Back",2000,0.8048304278312782,0.8117075314137592
4569,"SOGUTKT12A8C1442E4",378613,"Thanks For The Memory","ARK0TRD1187FB3BDE5","Bob Hope",0.0,147.722,133.325,"Merry-Go-Runaround",2003,0.3364197375804766,0
4570,"SORWVEZ12A8C13C031",359463,"Goku Tama Rock Cafe","AROLMXS1241B9C6915","An Cafe",0.0,276.13995,152.988,"ONE WAY LOVE",0,0.3138666001571988,0
4571,"SOAOFAT12AB018975D",582067,"Don & Juan","ARAVPU21187B993957","Don & Juan",0.0,148.16608,98.442,"Sincerely",0,0.31703675194280706,0
4572,"SOCORMS12A67AE124F",70808,"Soldier Of Fortune","ARSPQ0H1187B999944","Eric Burdon",0.0,262.97424,80.031,"Devil's Daughter",1988,0.3591859927517973,0.4634896622372766
4573,"SOUJQJI12AB0183C80",509775,"Todos Cantamos Con Maria Elena","ARFILWJ1187B9ADDBF","María Elena Walsh",0.0,114.80771,111.104,"Canción De Títeres",0,0.2570629202962798,0
4574,"SOYHZYO12A8C1391D8",106282,"For The Last Time","AR9OLFX1187B9A5762","Bob Wills",0.0,160.26077,88.301,"Yearning Just For You",0,0.37996076697507797,0
4575,"SOPWHEV12AB017DC10",500966,"Empty","AR1U3BY1187B9B136F","God Lives Underwater",0.0,215.40526,169.966,"Don't Know How To Be",1995,0.36338641535022187,0.56142851762879
4576,"SOOAUWY12A8C14301D",225374,"Extreme Channel Surfing","ARENLSD1241B9C71B9","Mack and Jamie",0.0,27.6371,118.668,"Althea Cooley",0,0.26626975719270224,0
4577,"SODYJJO12A58A7C861",247408,"God Gets The Glory","ARIKE5O1187B997E73","Mississippi Mass Choir",0.0,221.90975,116.49,"It's Good To Know Jesus",2003,0.45962960758739696,0.5057510376110472
4578,"SOKZIXZ12AAF3B2CEC",530717,"The Massacre of the Egos","ARMTTWG11F4C83E6AE","The Antripodean Collective",0.0,720.53506,60.641,"The Very Conscious",0,0.36650217418645376,0.0
4579,"SOWXZFY12A8C13807F",257615,"Ivoir' Compil_ Vol. 4","ARWAVUU1269FB34A47","Magic Systeme",0.0,287.34649,120.693,"1er Gaou",0,0.0,0
4580,"SOGIUHH12A8C138CE0",100970,"Lonnie Johnson Vol. 2  (1926 - 1927)","ARDNQ0R1187B9BA1EF","Lonnie Johnson",0.0,189.98812,86.761,"South Bound Water",0,0.4048271165593455,0.0
4581,"SOUKMIK12A6D4F671E",27384,"Frantic","ARIZODP1187B9AD272","Bryan Ferry",0.0,35.65669,82.568,"Ja Nun Hons Pris",2002,0.5618305379392137,0.4348380902608562
4582,"SOLJQBW12A6702187B",277069,"Demon Days","ARAXU5Z1187B98FECD","Gorillaz",0.0,160.96608,84.141,"November Has Come",2005,0.6051911529647471,0.8144317117082399
4583,"SOSELMV12A6D4FCF5A",229040,"ESSENTIAL 08","ARWD25M1187FB4C563","Amy Winehouse",0.0,229.85098,96.224,"Valerie",2007,0.5837326130884718,0.7828988602517178
4584,"SOWEUOO12A6D4F6D0C",85606,"Minutes To Midnight","ARQUMH41187B9AF699","Linkin Park",0.0,189.28281,100.073,"Given Up (Album Version)",2007,0.7911430023895633,0.5869246980415551
4585,"SONPYGH12A6701F6CF",14549,"Eazy Duz It","AR0D6EL1187B9AF46B","Eazy-E",0.0,208.32608,115.692,"I'mma Break It Down",1988,0.5294534525142538,0
4586,"SOPVANN12AB0186E36",637374,"His Majesty Is Coming","AR0BLA51187FB4E6CD","The In Crowd",0.0,266.81424,121.713,"Back A Yard",1979,0.37847830910582686,0
4587,"SOEKVHT12AB018D3D0",575327,"Acapella Project Vol. 1","AR7ZKHQ1187B98DD73","Glad",0.0,202.55302,105.364,"O For a Thousand Tongues",0,0.3722328886113136,0.0
4588,"SOANWEY12A58A7B504",489574,"Live At Red Rocks 8.15.95","ARQXC7V1187FB4DA9E","DAVE MATTHEWS BAND",0.0,289.09669,125.159,"Tripping Billies",1993,0.6385880123502723,0
4589,"SODOSRS12A8C144552",611929,"Putting It Straight","ARYCP7D1187B99516B","Pat Travers",0.0,225.20118,138.966,"It Ain't What It Seems",0,0.38401812854257616,0.3347065490692206
4590,"SORXZTW12AB0183775",519688,"Live Wide Open","AR4TLW81187B99683D","Martin Sexton",0.0,256.62649,137.765,"Things You Do To Me",2000,0.44865347112982507,0
4591,"SOVXVKR12AB017F9C6",335541,"Ur Jordens Djup","ARB5TJM1187B9A71FD","Finntroll",0.0,278.93506,180.06,"Ormhäxan",2007,0.4290978119935513,0.6192677019832813
4592,"SONCMDH12A58A7C500",603776,"Nothing's Changed [Original Recording Remastered]","ARS6HDE1187B99CA29","Joe Lynn Turner",0.0,231.1571,161.063,"Knock Knock",0,0.3649755953962232,0.0
4593,"SOEEQKB12A8C143340",611707,"The Fureys Finest","ARFWZZD1187FB561F9","The Fureys",0.0,234.50077,117.85,"The Lonesome Boatman",0,0.3327497700492591,0
4594,"SOCCQJE12AB018722F",746685,"The Road from Itta Bena","AR4GAFY1187B9B639D","BB King",0.0,186.40934,52.932,"She Don't Move Me No More",1995,0.5422899334343946,0.3943948561005826
4595,"SOLDLXG12AB0185707",351426,"Angels Fall First","AR74Q3R1187B9B24C3","Nightwish",0.0,382.58893,78.959,"Beauty And The Beast",1997,0.5803452713778326,0
4596,"SOKCPLP12A6D4FB42E",176473,"The Button-Down Mind On TV","ARJDWEA1187B9B676F","Bob Newhart",0.0,326.29506,78.785,"General Chariot Corp. (LP Version)",0,0.37291068075811923,0.0
4597,"SOYULPJ12A67021002",8761,"Beautiful Creatures","ARFAX4X1187B9A89CB","Beautiful Creatures",0.0,263.96689,151.508,"Wish (Album Version)",2001,0.4008320681199504,0
4598,"SOTYJVR12AC468B3BD",735440,"Wolfheart (re-issue + Bonus Tracks)","AR4C6V01187FB3BAF4","Moonspell",0.0,318.9024,117.593,"Alma Mater",1995,0.4998263135401019,0
4599,"SOVRDND12A8C13AE30",299930,"B-sidor 95 - 00","AR1SQSG1187B9AC782","Kent",0.0,215.562,121.6,"Markus sång",0,0.4875956476957864,0.476435219642529
4600,"SOGKSAD12AF72A35AA",531919,"Soul Express","ARYZV2X1187B997BE7","Chris Standring",0.0,261.0673,109.997,"Through the Looking Glass (jazz)",2006,0.4159376408281591,0
4601,"SOMTRKO12A8C134D55",150242,"Everything Went Black","ARQ76LG1187B9ACD84","Black Flag",0.0,92.36853,114.378,"Police Story",1981,0.5475067753178748,0.6786337886315265
4602,"SORYBLZ12AF72A4286",537392,"The Fear Of God","ARK3PWH1187B9A441D","Showbread",0.0,252.21179,164.963,"Nothing Matters Anymore",2009,0.5467451762471173,0
4603,"SOYIXMY12AF72A0734",290204,"Born In The U.S.A.","AR91C8S1187B990901","Bruce Springsteen",0.0,191.99955,183.709,"Working On The Highway",1984,0.8380955324254648,0.751580890905498
4604,"SODWIDL12A6D4FA5F2",190923,"Sounds Out Burt Bacharach","AR9ST641187B99B4DE","Cal Tjader",0.0,200.12363,118.596,"Anyone Who Had A Heart",2003,0.3690768705489907,0
4605,"SOOQPIK12A6701F1C5",14580,"Brushfire Fairytales","ARC8CQZ1187B98DECA","Jack Johnson",0.0,228.70159,128.684,"Fortunate Fool",2000,0.6774824794324045,0.8242065020160781
4606,"SOOBTKZ12A58A7B0B0",226854,"Gettin' My Groove Back","ARJIWJH1187FB3F6B9","Elvin Bishop",0.0,335.69914,100.173,"I'll Be Glad",2005,0.4078879696190767,0.3347065490692206
4607,"SOXXZFP12A8AE47061",234928,"Nervosa","ARK3PWH1187B9A441D","Showbread",0.0,197.79873,110.235,"The Pig",2008,0.5467451762471173,0
4608,"SOKHMJO12AB01832DA",413215,"From Her To Eternity (2009 Digital Remaster)","ARODBRG1187FB3FD99","Nick Cave & The Bad Seeds",0.0,246.46485,103.145,"Wings Off Flies (2009 Digital Remaster)",0,0.47940767557514763,0
4609,"SOUEILW12AF72A5701",366840,"Always","ARKAL321187B9AD4BE","The Gathering",0.0,363.31057,87.797,"Gaya's Dream",0,0.4856823691614736,0
4610,"SOFOXRS12AB017BD2E",327605,"It's My Day","ARAMB6Q1187B99DE68","Fiona Sit",0.0,232.48934,99.977,"Xin Bu Liao Qing",0,0.3608132345735625,0
4611,"SOIMRXV12A58A7F1B5",6839,"Street Dreams","AR3FE581187FB3F90A","Fabolous",0.0,246.33424,96.708,"Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge)",2003,0.5400077502099329,0.5411058269016916
4612,"SOXTXZQ12AB017D2C9",619220,"Live From Bamboozle 2009","ARG9CID1187B9AB010","Taking Back Sunday",0.0,227.57832,165.145,"You Know How I Do [Live From Bamboozle]",0,0.5723739798995029,0.3603705827121406
4613,"SORTGBA12AB018A917",583352,"Petit Coeur Assassin","AR1KMPF1187B99AA98","Lara",0.0,190.85016,109.318,"Café Sarajevo",0,0.306947608643182,0
4614,"SOOUQAZ12AB017BDB0",389871,"Voices Of Americana: Sonny Landreth","ARWEM1D1187FB4077B","Sonny Landreth",0.0,212.63628,87.669,"She Left Me A Mule ",1999,0.36910268928058365,0.3347065490692206
4615,"SOIFVXW12A8C13FA2B",522267,"Io Vivo","AR49NV71187FB57689","Piero Esteriore",0.0,246.54322,100.071,"Io Vivo",0,0.1822198088157543,0
4616,"SOLCJXU12A8C134178",146292,"Virtuous Woman","ARN5W1B1187B98BE10","Warrior King",0.0,225.77587,83.831,"Breath Of Fresh Air",2002,0.41323788392454475,0.5654510121736983
4617,"SODPIYB12AB0184BFE",538816,"Mauvaise Etoile","ARVSEMH12086C145AA","Patrick Eudeline",0.0,188.21179,116.975,"La Nuit",0,0.0,0
4618,"SOFGOUH12A8C13A250",210310,"Anadolu Ermeni Halk Müzigi","ARRXNGN124207835CB","Grup Knar",0.0,381.70077,120.093,"Ay Nare Nare",0,0.25230519703538673,0.0
4619,"SORDEHU12A8C13E640",112198,"Inspirational Vibes","ARCNOK81187B98CA3F","Buju Banton",0.0,239.0722,134.941,"Destiny",1997,0.5058831686836971,0
4620,"SOOQECN12AC468957E",732196,"Chillhouse Planet_ Vol. 2","ARY6TWP1187FB58A0D","Save As",0.0,228.98893,85.33,"Fanfara",0,0.0,0
4621,"SODRFQW12AB0186454",749864,"Best of 40's and 50's_ Vol. 131","ARGKPBC1187B9ADF8E","Jean Lumière",0.0,183.43138,124.113,"La chanson des genêts",0,0.2618223854964904,0.0
4622,"SONHWEW12AF72A7F22",626340,"Congregation of the Damned","ARMOHN71187FB3959F","Atreyu",0.0,208.66567,138.536,"Gallows (Album Version)",2009,0.5924394855278091,0
4623,"SOKWBGF12AC3DFB033",683398,"Light & Colours","ARWXHRS1241B9C7A1E","Thomas Battenstein",0.0,342.20363,134.132,"East West",0,0.0,0
4624,"SOVTFUO12A6310D813",63,"Chant Down Babylon: The Island Anthology","ARJ2PMY1187FB5B563","Burning Spear",0.0,334.31465,146.392,"The Invasion (Aka Black Wa Da Da)",0,0.4652702100858289,0.6070366907455167
4625,"SOKHYFG12A63110822",585,"Gorillaz","ARAXU5Z1187B98FECD","Gorillaz",0.0,249.93914,171.918,"Rock The House (Explicit)",2001,0.6051911529647471,0.8133052092707631
4626,"SOHBHOE12AB01840A9",409210,"La petite boite en fer","AROJVWY1187B9A826C","Mademoiselle Sane",0.0,217.62567,63.154,"La petite boite en fer",0,0.352620791135667,0.0
